Product ID,Type,Failure Type,Torque _Nm_,Tool wear _min_,Air temperature _K_,Process temperature _K_,Rotational speed _rpm_,risk_score,risk_classification,highest_wear_machine,avg_air_Temp,avg_process_temp,avg_rotational_speed,total_tool_wear,avg_torque,highest_failure_per_product_id,worst_machine_types
H34963,H,No Failure,52.4,154,302.3,311.9,1374,2,Medium Risk,154,302.3,311.9,1374.0,154,52.4,9114,445
H34959,H,No Failure,44.2,142,302.2,311.6,1357,0,Low Risk,142,302.2,311.6,1357.0,142,44.2,9115,446
H34953,H,No Failure,39.0,127,302.3,311.7,1482,0,Low Risk,127,302.3,311.7,1482.0,127,39.0,9116,447
H34929,H,No Failure,41.5,65,302.7,312.0,1484,0,Low Risk,65,302.7,312.0,1484.0,65,41.5,9117,448
H34917,H,No Failure,29.3,37,302.6,312.0,1657,1,Low Risk,37,302.6,312.0,1657.0,37,29.3,9118,449
H34913,H,No Failure,48.7,26,302.9,312.3,1417,0,Low Risk,26,302.9,312.3,1417.0,26,48.7,9119,450
H34909,H,Random Failures,55.0,12,302.9,312.5,1357,1,Low Risk,12,302.9,312.5,1357.0,12,55.0,16,451
H34894,H,No Failure,36.0,191,302.7,312.1,1478,1,Low Risk,191,302.7,312.1,1478.0,191,36.0,9120,452
H34864,H,No Failure,41.9,115,303.1,312.8,1435,0,Low Risk,115,303.1,312.8,1435.0,115,41.9,9121,453
H34854,H,No Failure,30.0,89,303.0,312.5,1698,1,Low Risk,89,303.0,312.5,1698.0,89,30.0,9122,454
H34827,H,No Failure,36.4,26,302.7,312.5,1527,0,Low Risk,26,302.7,312.5,1527.0,26,36.4,9123,455
H34818,H,No Failure,46.1,4,302.8,312.5,1422,0,Low Risk,4,302.8,312.5,1422.0,4,46.1,9124,456
H34813,H,Overstrain Failure,53.8,246,302.8,312.4,1411,2,Critical Failure,246,302.8,312.4,1411.0,246,53.8,78,457
H34804,H,No Failure,47.2,223,302.8,312.3,1483,1,Low Risk,223,302.8,312.3,1483.0,223,47.2,9125,458
H34799,H,No Failure,26.9,209,302.9,312.3,1754,2,Low Risk,209,302.9,312.3,1754.0,209,26.9,9126,459
H34790,H,No Failure,57.5,187,302.8,312.3,1336,2,Medium Risk,187,302.8,312.3,1336.0,187,57.5,9127,460
H34786,H,No Failure,46.8,175,302.9,312.3,1509,1,Low Risk,175,302.9,312.3,1509.0,175,46.8,9128,461
H34784,H,No Failure,37.1,168,303.0,312.4,1627,2,Low Risk,168,303.0,312.4,1627.0,168,37.1,9129,462
H34783,H,No Failure,37.9,163,303.0,312.5,1507,1,Low Risk,163,303.0,312.5,1507.0,163,37.9,9130,463
H34780,H,No Failure,40.6,152,303.1,312.6,1404,1,Low Risk,152,303.1,312.6,1404.0,152,40.6,9131,464
H34772,H,No Failure,24.2,132,303.3,312.6,1827,1,Low Risk,132,303.3,312.6,1827.0,132,24.2,9132,465
H34770,H,No Failure,29.0,125,303.3,312.6,1692,1,Low Risk,125,303.3,312.6,1692.0,125,29.0,9133,466
H34769,H,No Failure,49.8,120,303.3,312.5,1328,0,Low Risk,120,303.3,312.5,1328.0,120,49.8,9134,467
H34755,H,No Failure,55.8,84,303.5,312.8,1404,1,Low Risk,84,303.5,312.8,1404.0,84,55.8,9135,468
H34746,H,No Failure,46.2,57,303.6,312.7,1403,0,Low Risk,57,303.6,312.7,1403.0,57,46.2,9136,469
H34725,H,No Failure,49.8,2,303.7,312.9,1460,0,Low Risk,2,303.7,312.9,1460.0,2,49.8,9137,470
H34720,H,No Failure,31.7,206,304.0,313.2,1612,2,Low Risk,206,304.0,313.2,1612.0,206,31.7,9138,471
H34719,H,No Failure,29.1,201,303.9,313.2,1680,2,Low Risk,201,303.9,313.2,1680.0,201,29.1,9139,472
H34710,H,No Failure,50.2,178,303.8,313.2,1379,2,Medium Risk,178,303.8,313.2,1379.0,178,50.2,9140,473
H34701,H,No Failure,46.9,154,303.8,313.2,1506,1,Low Risk,154,303.8,313.2,1506.0,154,46.9,9141,474
H34696,H,No Failure,52.4,140,303.8,313.2,1381,1,Low Risk,140,303.8,313.2,1381.0,140,52.4,9142,475
H34643,H,No Failure,26.7,17,303.9,313.1,1790,1,Low Risk,17,303.9,313.1,1790.0,17,26.7,9143,476
H34620,H,No Failure,27.6,170,303.7,312.6,1711,2,Low Risk,170,303.7,312.6,1711.0,170,27.6,9144,477
H34611,H,No Failure,35.8,147,303.8,312.9,1570,0,Low Risk,147,303.8,312.9,1570.0,147,35.8,9145,478
H34610,H,No Failure,36.0,142,303.9,313.0,1517,0,Low Risk,142,303.9,313.0,1517.0,142,36.0,9146,479
H34607,H,No Failure,39.8,132,304.0,313.1,1408,0,Low Risk,132,304.0,313.1,1408.0,132,39.8,9147,480
H34592,H,No Failure,43.1,96,304.0,313.2,1517,0,Low Risk,96,304.0,313.2,1517.0,96,43.1,9148,481
H34591,H,No Failure,53.2,91,304.0,313.1,1388,1,Low Risk,91,304.0,313.1,1388.0,91,53.2,9149,482
H34582,H,No Failure,29.6,65,304.1,313.4,1696,1,Low Risk,65,304.1,313.4,1696.0,65,29.6,9150,483
H34580,H,No Failure,41.4,58,304.2,313.5,1546,0,Low Risk,58,304.2,313.5,1546.0,58,41.4,9151,484
H34571,H,No Failure,49.6,34,304.1,313.3,1397,0,Low Risk,34,304.1,313.3,1397.0,34,49.6,9152,485
H34569,H,No Failure,37.3,27,304.2,313.3,1625,1,Low Risk,27,304.2,313.3,1625.0,27,37.3,9153,486
H34536,H,No Failure,29.8,156,304.2,313.5,1684,2,Low Risk,156,304.2,313.5,1684.0,156,29.8,9154,487
H34510,H,No Failure,32.2,91,304.2,313.5,1627,1,Low Risk,91,304.2,313.5,1627.0,91,32.2,9155,488
H34496,H,No Failure,43.4,52,304.1,313.2,1590,0,Low Risk,52,304.1,313.2,1590.0,52,43.4,9156,489
H34485,H,No Failure,40.9,23,304.2,313.0,1442,0,Low Risk,23,304.2,313.0,1442.0,23,40.9,9157,490
H34477,H,No Failure,46.6,0,304.0,312.9,1495,0,Low Risk,0,304.0,312.9,1495.0,0,46.6,9158,491
H34469,H,No Failure,45.6,184,303.8,312.9,1378,1,Low Risk,184,303.8,312.9,1378.0,184,45.6,9159,492
H34464,H,No Failure,30.4,171,304.0,313.0,1701,2,Low Risk,171,304.0,313.0,1701.0,171,30.4,9160,493
H34463,H,No Failure,45.5,166,304.0,313.1,1472,1,Low Risk,166,304.0,313.1,1472.0,166,45.5,9161,494
H34462,H,Power Failure,68.6,161,304.0,313.2,1271,2,Critical Failure,161,304.0,313.2,1271.0,161,68.6,92,495
H34454,H,No Failure,34.6,139,304.1,313.2,1586,0,Low Risk,139,304.1,313.2,1586.0,139,34.6,9162,496
H34453,H,No Failure,32.5,134,304.1,313.3,1689,1,Low Risk,134,304.1,313.3,1689.0,134,32.5,9163,497
H34422,H,No Failure,42.8,54,303.7,312.8,1488,0,Low Risk,54,303.7,312.8,1488.0,54,42.8,9164,498
H34386,H,No Failure,24.9,183,303.8,312.6,1811,2,Low Risk,183,303.8,312.6,1811.0,183,24.9,9165,499
H34357,H,No Failure,42.0,110,303.6,312.6,1436,0,Low Risk,110,303.6,312.6,1436.0,110,42.0,9166,500
H34347,H,No Failure,36.8,85,303.4,312.2,1554,0,Low Risk,85,303.4,312.2,1554.0,85,36.8,9167,501
H34338,H,No Failure,42.1,62,303.4,312.3,1522,0,Low Risk,62,303.4,312.3,1522.0,62,42.1,9168,502
H34330,H,No Failure,27.9,40,303.4,312.3,1769,1,Low Risk,40,303.4,312.3,1769.0,40,27.9,9169,503
H34329,H,No Failure,49.0,35,303.5,312.3,1386,0,Low Risk,35,303.5,312.3,1386.0,35,49.0,9170,504
H34320,H,No Failure,45.6,9,303.6,312.4,1436,0,Low Risk,9,303.6,312.4,1436.0,9,45.6,9171,505
H34318,H,No Failure,50.7,2,303.6,312.4,1480,1,Low Risk,2,303.6,312.4,1480.0,2,50.7,9172,506
H34312,H,No Failure,53.7,214,303.6,312.4,1460,2,Medium Risk,214,303.6,312.4,1460.0,214,53.7,9173,507
H34311,H,No Failure,38.0,209,303.8,312.5,1525,1,Low Risk,209,303.8,312.5,1525.0,209,38.0,9174,508
H34308,H,No Failure,46.6,198,303.8,312.5,1447,1,Low Risk,198,303.8,312.5,1447.0,198,46.6,9175,509
H34299,H,No Failure,25.1,175,303.8,312.5,1748,2,Low Risk,175,303.8,312.5,1748.0,175,25.1,9176,510
H34298,H,No Failure,28.0,170,303.8,312.5,1655,2,Low Risk,170,303.8,312.5,1655.0,170,28.0,9177,511
H34293,H,No Failure,35.6,154,303.7,312.5,1520,1,Low Risk,154,303.7,312.5,1520.0,154,35.6,9178,512
H34262,H,No Failure,52.9,80,303.5,312.0,1397,1,Low Risk,80,303.5,312.0,1397.0,80,52.9,9179,513
H34253,H,No Failure,50.0,54,303.4,311.9,1402,0,Low Risk,54,303.4,311.9,1402.0,54,50.0,9180,514
H34252,H,No Failure,29.4,49,303.3,311.8,1649,1,Low Risk,49,303.3,311.8,1649.0,49,29.4,9181,515
H34251,H,No Failure,27.7,44,303.3,311.8,1806,1,Low Risk,44,303.3,311.8,1806.0,44,27.7,9182,516
H34229,H,No Failure,33.2,210,303.4,311.9,1534,1,Low Risk,210,303.4,311.9,1534.0,210,33.2,9183,517
H34220,H,No Failure,54.0,186,303.6,312.5,1375,2,Medium Risk,186,303.6,312.5,1375.0,186,54.0,9184,518
H34207,H,No Failure,40.2,155,303.6,312.6,1498,1,Low Risk,155,303.6,312.6,1498.0,155,40.2,9185,519
H34206,H,No Failure,40.2,150,303.7,312.7,1564,0,Low Risk,150,303.7,312.7,1564.0,150,40.2,9186,520
H34202,H,No Failure,35.5,138,303.7,312.6,1514,0,Low Risk,138,303.7,312.6,1514.0,138,35.5,9187,521
H34199,H,No Failure,50.0,129,303.9,312.7,1401,0,Low Risk,129,303.9,312.7,1401.0,129,50.0,9188,522
H34192,H,Heat Dissipation Failure,54.6,112,303.6,312.2,1371,1,Critical Failure,112,303.6,312.2,1371.0,112,54.6,105,523
H34183,H,No Failure,37.1,88,303.6,311.9,1544,0,Low Risk,88,303.6,311.9,1544.0,88,37.1,9189,524
H34175,H,Heat Dissipation Failure,52.7,66,303.7,311.9,1332,1,Critical Failure,66,303.7,311.9,1332.0,66,52.7,106,525
H34170,H,No Failure,19.0,53,303.4,311.7,1991,1,Low Risk,53,303.4,311.7,1991.0,53,19.0,9190,526
H34167,H,No Failure,36.6,43,303.2,311.4,1607,1,Low Risk,43,303.2,311.4,1607.0,43,36.6,9191,527
H34166,H,No Failure,39.5,38,303.3,311.3,1502,0,Low Risk,38,303.3,311.3,1502.0,38,39.5,9192,528
H34159,H,No Failure,43.1,20,303.2,311.2,1475,0,Low Risk,20,303.2,311.2,1475.0,20,43.1,9193,529
H34128,H,No Failure,28.3,175,303.4,311.8,1693,2,Low Risk,175,303.4,311.8,1693.0,175,28.3,9194,530
H34115,H,No Failure,32.7,143,303.5,311.7,1584,0,Low Risk,143,303.5,311.7,1584.0,143,32.7,9195,531
H34092,H,No Failure,40.1,85,303.6,311.7,1476,0,Low Risk,85,303.6,311.7,1476.0,85,40.1,9196,532
H34091,H,No Failure,47.0,80,303.5,311.6,1466,0,Low Risk,80,303.5,311.6,1466.0,80,47.0,9197,533
H34089,H,No Failure,33.5,73,303.5,311.5,1629,1,Low Risk,73,303.5,311.5,1629.0,73,33.5,9198,534
H34082,H,No Failure,27.9,55,303.3,311.4,1692,1,Low Risk,55,303.3,311.4,1692.0,55,27.9,9199,535
H34081,H,No Failure,30.6,50,303.3,311.4,1651,1,Low Risk,50,303.3,311.4,1651.0,50,30.6,9200,536
H34076,H,No Failure,31.7,34,303.3,311.2,1607,1,Low Risk,34,303.3,311.2,1607.0,34,31.7,9201,537
H34055,H,No Failure,42.7,221,303.1,311.3,1494,1,Low Risk,221,303.1,311.3,1494.0,221,42.7,9202,538
H34033,H,No Failure,19.7,167,303.1,311.3,2056,2,Low Risk,167,303.1,311.3,2056.0,167,19.7,9203,539
H34028,H,No Failure,37.0,152,303.0,311.2,1503,1,Low Risk,152,303.0,311.2,1503.0,152,37.0,9204,540
H34019,H,No Failure,48.7,130,302.9,311.0,1469,0,Low Risk,130,302.9,311.0,1469.0,130,48.7,9205,541
H34017,H,No Failure,58.3,123,302.9,311.0,1452,1,Low Risk,123,302.9,311.0,1452.0,123,58.3,9206,542
H34005,H,No Failure,17.8,91,302.9,311.2,2102,1,Low Risk,91,302.9,311.2,2102.0,91,17.8,9207,543
H33987,H,No Failure,43.5,47,302.8,311.0,1436,0,Low Risk,47,302.8,311.0,1436.0,47,43.5,9208,544
H33979,H,Heat Dissipation Failure,55.0,25,302.7,310.8,1275,1,Critical Failure,25,302.7,310.8,1275.0,25,55.0,107,545
H33946,H,No Failure,41.9,156,302.5,310.4,1422,1,Low Risk,156,302.5,310.4,1422.0,156,41.9,9209,546
H33913,H,No Failure,27.4,79,302.6,310.3,1721,1,Low Risk,79,302.6,310.3,1721.0,79,27.4,9210,547
H33912,H,No Failure,36.0,74,302.6,310.4,1614,1,Low Risk,74,302.6,310.4,1614.0,74,36.0,9211,548
H33908,H,No Failure,30.1,62,302.6,310.4,1649,1,Low Risk,62,302.6,310.4,1649.0,62,30.1,9212,549
H33905,H,No Failure,53.3,52,302.6,310.4,1409,1,Low Risk,52,302.6,310.4,1409.0,52,53.3,9213,550
H33896,H,No Failure,36.9,28,302.7,310.5,1568,0,Low Risk,28,302.7,310.5,1568.0,28,36.9,9214,551
H33894,H,Heat Dissipation Failure,55.2,20,302.7,310.4,1305,1,Critical Failure,20,302.7,310.4,1305.0,20,55.2,108,552
H33869,H,No Failure,28.9,179,302.4,310.1,1597,1,Low Risk,179,302.4,310.1,1597.0,179,28.9,9215,553
H33847,H,No Failure,44.9,127,302.4,310.2,1435,0,Low Risk,127,302.4,310.2,1435.0,127,44.9,9216,554
H33845,H,No Failure,54.6,120,302.3,310.2,1443,1,Low Risk,120,302.3,310.2,1443.0,120,54.6,9217,555
H33844,H,No Failure,30.4,115,302.3,310.1,1688,1,Low Risk,115,302.3,310.1,1688.0,115,30.4,9218,556
H33834,H,No Failure,21.3,87,302.6,310.2,1873,1,Low Risk,87,302.6,310.2,1873.0,87,21.3,9219,557
H33816,H,No Failure,33.8,43,302.3,310.2,1506,0,Low Risk,43,302.3,310.2,1506.0,43,33.8,9220,558
H33815,H,No Failure,43.6,38,302.2,310.0,1468,0,Low Risk,38,302.2,310.0,1468.0,38,43.6,9221,559
H33810,H,No Failure,42.9,24,302.3,310.1,1383,0,Low Risk,24,302.3,310.1,1383.0,24,42.9,9222,560
H33783,H,No Failure,27.2,192,302.0,309.9,1735,2,Low Risk,192,302.0,309.9,1735.0,192,27.2,9223,561
H33781,H,No Failure,42.8,185,302.0,309.9,1447,1,Low Risk,185,302.0,309.9,1447.0,185,42.8,9224,562
H33778,H,No Failure,29.9,176,302.1,310.1,1615,2,Low Risk,176,302.1,310.1,1615.0,176,29.9,9225,563
H33777,H,No Failure,24.6,171,302.1,310.1,1844,2,Low Risk,171,302.1,310.1,1844.0,171,24.6,9226,564
H33772,H,No Failure,34.5,156,302.0,309.9,1606,2,Low Risk,156,302.0,309.9,1606.0,156,34.5,9227,565
H33769,H,Heat Dissipation Failure,57.3,147,302.0,309.8,1280,1,Critical Failure,147,302.0,309.8,1280.0,147,57.3,109,566
H33761,H,No Failure,27.5,126,301.9,309.8,1724,1,Low Risk,126,301.9,309.8,1724.0,126,27.5,9228,567
H33758,H,No Failure,51.3,116,301.8,309.9,1418,1,Low Risk,116,301.8,309.9,1418.0,116,51.3,9229,568
H33750,H,No Failure,53.6,95,301.6,309.9,1423,1,Low Risk,95,301.6,309.9,1423.0,95,53.6,9230,569
H33741,H,No Failure,29.3,72,301.7,310.1,1660,1,Low Risk,72,301.7,310.1,1660.0,72,29.3,9231,570
H33728,H,No Failure,32.3,39,301.4,310.1,1623,1,Low Risk,39,301.4,310.1,1623.0,39,32.3,9232,571
H33722,H,No Failure,47.2,22,301.4,309.9,1460,0,Low Risk,22,301.4,309.9,1460.0,22,47.2,9233,572
H33674,H,No Failure,43.4,130,302.7,311.1,1418,0,Low Risk,130,302.7,311.1,1418.0,130,43.4,9234,573
H33666,H,No Failure,51.0,106,302.6,311.0,1438,1,Low Risk,106,302.6,311.0,1438.0,106,51.0,9235,574
H33665,H,Heat Dissipation Failure,55.5,101,302.5,310.9,1356,1,Critical Failure,101,302.5,310.9,1356.0,101,55.5,110,575
H33648,H,No Failure,35.9,61,302.2,310.9,1522,0,Low Risk,61,302.2,310.9,1522.0,61,35.9,9236,576
H33604,H,No Failure,40.7,174,302.4,310.9,1444,1,Low Risk,174,302.4,310.9,1444.0,174,40.7,9237,577
H33580,H,No Failure,48.7,114,302.3,310.6,1525,0,Low Risk,114,302.3,310.6,1525.0,114,48.7,9238,578
H33575,H,No Failure,32.4,100,301.9,310.3,1653,1,Low Risk,100,301.9,310.3,1653.0,100,32.4,9239,579
H33555,H,No Failure,38.3,49,301.7,310.1,1462,0,Low Risk,49,301.7,310.1,1462.0,49,38.3,9240,580
H33553,H,No Failure,30.8,42,301.7,310.2,1620,1,Low Risk,42,301.7,310.2,1620.0,42,30.8,9241,581
H33541,H,No Failure,43.2,12,302.0,310.6,1438,0,Low Risk,12,302.0,310.6,1438.0,12,43.2,9242,582
H33529,H,No Failure,54.7,196,302.0,310.6,1346,2,Medium Risk,196,302.0,310.6,1346.0,196,54.7,9243,583
H33526,H,No Failure,39.7,187,301.9,310.5,1472,1,Low Risk,187,301.9,310.5,1472.0,187,39.7,9244,584
H33509,H,No Failure,43.2,148,302.0,310.5,1459,0,Low Risk,148,302.0,310.5,1459.0,148,43.2,9245,585
H33506,H,No Failure,24.4,138,302.0,310.5,1812,1,Low Risk,138,302.0,310.5,1812.0,138,24.4,9246,586
H33499,H,No Failure,23.6,119,302.0,310.5,1841,1,Low Risk,119,302.0,310.5,1841.0,119,23.6,9247,587
H33492,H,Heat Dissipation Failure,62.4,101,302.1,310.7,1294,1,Critical Failure,101,302.1,310.7,1294.0,101,62.4,111,588
H33443,H,No Failure,29.0,222,302.0,310.9,1679,2,Low Risk,222,302.0,310.9,1679.0,222,29.0,9248,589
H33439,H,No Failure,26.1,210,302.1,311.0,1729,2,Low Risk,210,302.1,311.0,1729.0,210,26.1,9249,590
H33435,H,No Failure,42.5,198,302.1,310.9,1452,1,Low Risk,198,302.1,310.9,1452.0,198,42.5,9250,591
H33415,H,No Failure,37.9,148,302.1,311.2,1598,0,Low Risk,148,302.1,311.2,1598.0,148,37.9,9251,592
H33404,H,No Failure,28.2,122,302.2,311.2,1692,1,Low Risk,122,302.2,311.2,1692.0,122,28.2,9252,593
H33390,H,No Failure,46.0,86,302.3,311.4,1372,0,Low Risk,86,302.3,311.4,1372.0,86,46.0,9253,594
H33389,H,No Failure,43.7,81,302.4,311.5,1540,0,Low Risk,81,302.4,311.5,1540.0,81,43.7,9254,595
H33385,H,No Failure,35.4,70,302.2,311.4,1625,1,Low Risk,70,302.2,311.4,1625.0,70,35.4,9255,596
H33377,H,No Failure,38.2,47,302.3,311.5,1526,0,Low Risk,47,302.3,311.5,1526.0,47,38.2,9256,597
H33361,H,No Failure,29.2,5,302.2,311.3,1749,1,Low Risk,5,302.2,311.3,1749.0,5,29.2,9257,598
H33341,H,No Failure,35.0,164,302.7,311.5,1556,1,Low Risk,164,302.7,311.5,1556.0,164,35.0,9258,599
H33333,H,No Failure,32.3,142,302.5,311.5,1655,1,Low Risk,142,302.5,311.5,1655.0,142,32.3,9259,600
H33323,H,No Failure,30.3,116,302.3,311.3,1744,1,Low Risk,116,302.3,311.3,1744.0,116,30.3,9260,601
H33318,H,No Failure,50.6,101,302.2,311.1,1426,1,Low Risk,101,302.2,311.1,1426.0,101,50.6,9261,602
H33317,H,No Failure,39.6,96,302.2,311.1,1476,0,Low Risk,96,302.2,311.1,1476.0,96,39.6,9262,603
H33315,H,No Failure,34.1,89,302.2,311.1,1553,0,Low Risk,89,302.2,311.1,1553.0,89,34.1,9263,604
H33298,H,No Failure,36.0,44,302.5,311.5,1626,1,Low Risk,44,302.5,311.5,1626.0,44,36.0,9264,605
H33291,H,No Failure,48.3,25,302.6,311.7,1471,0,Low Risk,25,302.6,311.7,1471.0,25,48.3,9265,606
H33279,H,Tool Wear Failure,34.4,228,302.6,311.5,1629,2,Critical Failure,228,302.6,311.5,1629.0,228,34.4,42,607
H33276,H,No Failure,43.8,218,302.5,311.5,1496,1,Low Risk,218,302.5,311.5,1496.0,218,43.8,9266,608
H33271,H,No Failure,40.8,204,302.4,311.2,1506,1,Low Risk,204,302.4,311.2,1506.0,204,40.8,9267,609
H33269,H,No Failure,32.3,196,302.4,311.1,1578,1,Low Risk,196,302.4,311.1,1578.0,196,32.3,9268,610
H33265,H,No Failure,48.4,185,302.2,310.9,1415,1,Low Risk,185,302.2,310.9,1415.0,185,48.4,9269,611
H33243,H,Heat Dissipation Failure,48.4,130,302.3,310.9,1366,0,Critical Failure,130,302.3,310.9,1366.0,130,48.4,112,612
H33240,H,No Failure,43.8,119,302.3,310.8,1438,0,Low Risk,119,302.3,310.8,1438.0,119,43.8,9270,613
H33239,H,No Failure,48.9,114,302.2,310.7,1413,0,Low Risk,114,302.2,310.7,1413.0,114,48.9,9271,614
H33197,H,No Failure,47.6,11,302.2,310.8,1397,0,Low Risk,11,302.2,310.8,1397.0,11,47.6,9272,615
H33189,H,No Failure,23.3,203,302.5,311.1,1850,2,Low Risk,203,302.5,311.1,1850.0,203,23.3,9273,616
H33166,H,No Failure,40.3,145,302.3,311.1,1455,0,Low Risk,145,302.3,311.1,1455.0,145,40.3,9274,617
H33160,H,No Failure,47.5,130,302.5,311.3,1393,0,Low Risk,130,302.5,311.3,1393.0,130,47.5,9275,618
H33150,H,No Failure,30.6,105,302.2,311.1,1628,1,Low Risk,105,302.2,311.1,1628.0,105,30.6,9276,619
H33139,H,No Failure,37.5,73,302.3,311.1,1543,0,Low Risk,73,302.3,311.1,1543.0,73,37.5,9277,620
H33131,H,No Failure,44.1,51,302.3,311.4,1443,0,Low Risk,51,302.3,311.4,1443.0,51,44.1,9278,621
H33112,H,No Failure,26.4,4,302.2,311.3,1758,1,Low Risk,4,302.2,311.3,1758.0,4,26.4,9279,622
H33087,H,No Failure,44.5,152,302.3,311.7,1449,1,Low Risk,152,302.3,311.7,1449.0,152,44.5,9280,623
H33054,H,No Failure,39.1,70,302.4,311.6,1544,0,Low Risk,70,302.4,311.6,1544.0,70,39.1,9281,624
H33034,H,No Failure,41.8,18,301.9,311.2,1474,0,Low Risk,18,301.9,311.2,1474.0,18,41.8,9282,625
H33013,H,No Failure,50.5,176,301.7,310.5,1388,2,Medium Risk,176,301.7,310.5,1388.0,176,50.5,9283,626
H33006,H,No Failure,45.4,156,301.6,310.4,1369,1,Low Risk,156,301.6,310.4,1369.0,156,45.4,9284,627
H33001,H,No Failure,38.6,141,301.8,310.5,1478,0,Low Risk,141,301.8,310.5,1478.0,141,38.6,9285,628
H32984,H,No Failure,46.3,100,301.8,310.6,1441,0,Low Risk,100,301.8,310.6,1441.0,100,46.3,9286,629
H32949,H,No Failure,29.9,13,301.9,311.0,1672,1,Low Risk,13,301.9,311.0,1672.0,13,29.9,9287,630
H32940,H,No Failure,37.6,204,301.8,310.8,1470,1,Low Risk,204,301.8,310.8,1470.0,204,37.6,9288,631
H32928,H,No Failure,49.8,174,301.9,311.0,1430,1,Low Risk,174,301.9,311.0,1430.0,174,49.8,9289,632
H32920,H,No Failure,47.2,152,301.6,310.8,1435,1,Low Risk,152,301.6,310.8,1435.0,152,47.2,9290,633
H32915,H,No Failure,63.6,137,301.9,311.0,1291,1,Low Risk,137,301.9,311.0,1291.0,137,63.6,9291,634
H32914,H,No Failure,26.0,132,301.9,311.0,1871,1,Low Risk,132,301.9,311.0,1871.0,132,26.0,9292,635
H32906,H,No Failure,63.6,111,301.9,311.0,1336,1,Low Risk,111,301.9,311.0,1336.0,111,63.6,9293,636
H32905,H,No Failure,34.3,106,301.9,310.9,1590,0,Low Risk,106,301.9,310.9,1590.0,106,34.3,9294,637
H32897,H,No Failure,42.7,85,301.9,310.8,1455,0,Low Risk,85,301.9,310.8,1455.0,85,42.7,9295,638
H32876,H,No Failure,27.1,35,301.6,310.5,1786,1,Low Risk,35,301.6,310.5,1786.0,35,27.1,9296,639
H32875,H,No Failure,49.5,30,301.6,310.4,1330,0,Low Risk,30,301.6,310.4,1330.0,30,49.5,9297,640
H32870,H,No Failure,38.6,16,301.4,310.4,1610,1,Low Risk,16,301.4,310.4,1610.0,16,38.6,9298,641
H32869,H,No Failure,41.5,11,301.4,310.3,1611,1,Low Risk,11,301.4,310.3,1611.0,11,41.5,9299,642
H32866,H,Random Failures,32.3,2,301.6,310.5,1602,1,Low Risk,2,301.6,310.5,1602.0,2,32.3,17,643
H32860,H,No Failure,49.5,211,301.6,310.6,1400,1,Low Risk,211,301.6,310.6,1400.0,211,49.5,9300,644
H32844,H,No Failure,26.2,171,301.6,310.6,1821,2,Low Risk,171,301.6,310.6,1821.0,171,26.2,9301,645
H32843,H,No Failure,34.3,166,301.5,310.5,1551,1,Low Risk,166,301.5,310.5,1551.0,166,34.3,9302,646
H32832,H,No Failure,40.4,139,301.6,310.6,1555,0,Low Risk,139,301.6,310.6,1555.0,139,40.4,9303,647
H32814,H,No Failure,44.4,96,301.4,310.7,1536,0,Low Risk,96,301.4,310.7,1536.0,96,44.4,9304,648
H32804,H,No Failure,40.4,72,301.5,310.7,1599,0,Low Risk,72,301.5,310.7,1599.0,72,40.4,9305,649
H32800,H,No Failure,38.7,58,301.5,310.8,1474,0,Low Risk,58,301.5,310.8,1474.0,58,38.7,9306,650
H32797,H,No Failure,33.6,49,301.4,310.6,1674,1,Low Risk,49,301.4,310.6,1674.0,49,33.6,9307,651
H32791,H,No Failure,29.6,33,301.5,310.8,1591,0,Low Risk,33,301.5,310.8,1591.0,33,29.6,9308,652
H32781,H,No Failure,26.2,8,301.5,310.7,1790,1,Low Risk,8,301.5,310.7,1790.0,8,26.2,9309,653
H32771,H,No Failure,51.7,197,301.6,310.7,1414,2,Medium Risk,197,301.6,310.7,1414.0,197,51.7,9310,654
H32755,H,No Failure,52.0,160,301.4,310.7,1329,2,Medium Risk,160,301.4,310.7,1329.0,160,52.0,9311,655
H32714,H,No Failure,38.4,65,301.3,310.4,1538,0,Low Risk,65,301.3,310.4,1538.0,65,38.4,9312,656
H32698,H,No Failure,50.7,25,301.2,309.9,1362,1,Low Risk,25,301.2,309.9,1362.0,25,50.7,9313,657
H32689,H,No Failure,36.3,2,301.3,310.0,1532,0,Low Risk,2,301.3,310.0,1532.0,2,36.3,9314,658
H32678,H,No Failure,44.1,188,301.3,310.1,1455,1,Low Risk,188,301.3,310.1,1455.0,188,44.1,9315,659
H32675,H,No Failure,39.7,179,301.3,310.1,1469,1,Low Risk,179,301.3,310.1,1469.0,179,39.7,9316,660
H32664,H,No Failure,27.0,151,301.2,309.8,1709,2,Low Risk,151,301.2,309.8,1709.0,151,27.0,9317,661
H32655,H,No Failure,43.4,126,300.9,309.5,1469,0,Low Risk,126,300.9,309.5,1469.0,126,43.4,9318,662
H32647,H,No Failure,40.7,104,300.8,309.4,1474,0,Low Risk,104,300.8,309.4,1474.0,104,40.7,9319,663
H32637,H,No Failure,36.5,79,300.6,309.5,1495,0,Low Risk,79,300.6,309.5,1495.0,79,36.5,9320,664
H32628,H,No Failure,51.2,54,300.4,309.3,1396,1,Low Risk,54,300.4,309.3,1396.0,54,51.2,9321,665
H32613,H,No Failure,35.4,14,300.1,309.1,1560,0,Low Risk,14,300.1,309.1,1560.0,14,35.4,9322,666
